STID;Sample_IDs;CombID;Host;Inoculant;Condition;Salt_conc;Soil;Media;Rreplicate;Picture;Root_tube;Nodule_Tube;RootCondition;PlantCondition_bin;PHID;Number_of_branch;Number_of_leaf;Length;RootLength;PotCondition;PlantCondition;Inoculant_Condition;Host_Inoculant_Condition;Project;ExperimentField;Collected_data_sereal;Type;Inoculant_Collected_day;Date entered;;;;
STID2;MB925;95;MG56;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;21;1203;1203;Good;Good;PH925;1;1;7,16139;23,03493;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB926;95;MG56;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;21;1204;1204;Good;Good;PH926;1;1;8,96064;25,01505;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB927;95;MG56;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;21;1205;1205;Good;Good;PH927;1;1;7,31369;28,12437;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB928;95;MG56;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;21;1206;1206;Good;Good;PH928;1;1;11,52627;34,94598;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB929;95;MG56;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;21;1207;1207;Bad;Bad;PH929;1;0;6,14084;7,35325;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB930;95;MG56;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;21;1208;1208;Good;Good;PH930;1;1;10,12774;60,75973;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB931;110;MG68;MC2;SALT;Salt:150;Vermiculite;B_and_D;2;22;1209;1209;Bad;Bad;PH931;1;0;1,83436;5,19953;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB932;110;MG68;MC2;SALT;Salt:150;Vermiculite;B_and_D;2;22;1210;1210;Bad;Bad;PH932;1;0;7,30408;5,79075;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB933;110;MG68;MC2;SALT;Salt:150;Vermiculite;B_and_D;2;22;1211;1211;Good;Good;PH933;1;1;9,26621;62,32391;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB934;110;MG68;MC2;SALT;Salt:150;Vermiculite;B_and_D;2;22;1212;1212;Bad;Bad;PH934;1;0;9,63814;4,95969;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB935;96;MG56;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;23;1213;1213;Good;Good;PH935;1;1;5,70932;68,91393;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB936;96;MG56;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;23;1214;1214;Good;Good;PH936;1;1;5,94889;26,38969;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB937;96;MG56;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;23;1215;1215;Good;Good;PH937;1;1;6,82116;18,54806;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB938;96;MG56;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;23;1216;1216;Good;Good;PH938;1;1;10,39906;51,96518;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB939;96;MG56;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;23;1217;1217;Good;Good;PH939;1;1;7,86411;26,83225;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB940;96;MG56;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;23;1218;1218;Good;Good;PH940;1;1;6,21596;41,28546;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB941;30;MG68;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;24;1219;1219;Good;Bad;PH941;1;1;5,02979;40,65104;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB942;30;MG68;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;24;1220;1220;Good;Good;PH942;1;1;13,94158;64,7426;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB943;30;MG68;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;24;1221;1221;Good;Good;PH943;1;2;10,24732;82,09246;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB944;30;MG68;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;24;1222;1222;Good;Good;PH944;1;2;9,83125;72,95035;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB951;132;MG567;MC4;SALT;Salt:150;Vermiculite;B_and_D;2;26;1229;1229;Good;Good;PH951;1;1;7,61678;47,53854;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB952;132;MG567;MC4;SALT;Salt:150;Vermiculite;B_and_D;2;26;1230;1230;Good;Good;PH952;1;1;5,5451;21,01181;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB953;132;MG567;MC4;SALT;Salt:150;Vermiculite;B_and_D;2;26;1231;1231;Good;Good;PH953;1;1;13,56129;36,34414;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB954;132;MG567;MC4;SALT;Salt:150;Vermiculite;B_and_D;2;26;1232;1232;Good;Good;PH954;1;1;11,24088;36,00085;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB955;132;MG567;MC4;SALT;Salt:150;Vermiculite;B_and_D;2;26;1233;1233;Good;Good;PH955;1;2;11,23571;62,53366;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB956;132;MG567;MC4;SALT;Salt:150;Vermiculite;B_and_D;2;26;1234;1234;Good;Good;PH956;1;2;7,98128;32,09976;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB957;54;MG11;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;27;1235;1235;Good;Good;PH957;1;1;4,8413;36,48182;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB958;54;MG11;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;27;1236;1236;Good;Good;PH958;1;2;16,52331;51,91822;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB959;54;MG11;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;27;1237;1237;Good;Good;PH959;1;2;11,2615;43,76706;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB960;54;MG11;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;27;1238;1238;Good;Good;PH960;1;2;9,80762;35,19083;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB961;54;MG11;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;27;1239;1239;Good;Good;PH961;1;2;15,44911;56,30751;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB962;54;MG11;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;27;1240;1240;Good;Good;PH962;1;1;13,14859;29,19593;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB963;97;MG46;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;28;1241;1241;Good;Good;PH963;1;1;9,95014;56,12174;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB964;97;MG46;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;28;1242;1242;Good;Good;PH964;1;1;10,42135;51,2439;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB965;97;MG46;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;28;1243;1243;Good;Good;PH965;1;1;7,11262;68,55654;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB966;97;MG46;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;28;1244;1244;Bad;Bad;PH966;1;0;6,02641;5,46076;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB967;97;MG46;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;28;1245;1245;Good;Good;PH967;1;1;7,77508;35,62249;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB968;97;MG46;MC3;SALT;Salt:150;Vermiculite;B_and_D;2;28;1246;1246;Good;Bad;PH968;1;0;13,49696;67,453;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB969;31;MG67;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;29;1247;1247;Good;Good;PH969;1;1;8,83677;36,31147;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB970;31;MG67;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;29;1248;1248;Good;Good;PH970;1;2;15,91638;52,46737;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB971;31;MG67;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;29;1249;1249;Good;Bad;PH971;1;0;6,33613;47,76636;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB972;31;MG67;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;29;1250;1250;Good;Bad;PH972;1;0;8,08827;34,73785;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB973;31;MG67;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;29;1251;1251;Good;Bad;PH973;1;0;4,74446;23,41214;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB974;154;MG11;MC1;SALT;Salt:150;Vermiculite;B_and_D;2;30;1252;1252;Good;Good;PH974;3;15;157,15387;182,03585;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB975;154;MG11;MC1;SALT;Salt:150;Vermiculite;B_and_D;2;30;1253;1253;Good;Good;PH975;3;17;149,9346;205,28182;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB976;154;MG11;MC1;SALT;Salt:150;Vermiculite;B_and_D;2;30;1254;1254;Good;Good;PH976;3;14;68,9603;127,16874;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB977;154;MG11;MC1;SALT;Salt:150;Vermiculite;B_and_D;2;30;1255;1255;Good;Good;PH977;1;6;39,20976;135,66069;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB978;154;MG11;MC1;SALT;Salt:150;Vermiculite;B_and_D;2;30;1256;1256;Bad;Bad;PH978;1;0;6,14084;8,2388;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB979;154;MG11;MC1;SALT;Salt:150;Vermiculite;B_and_D;2;30;1257;1257;Bad;Bad;PH979;1;1;7,47842;10,30941;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB980;153;MG11;MC1;SALT;Salt:150;Vermiculite;B_and_D;1;31;1258;1258;Good;Good;PH980;1;3;12,26277;41,75772;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB981;153;MG11;MC1;SALT;Salt:150;Vermiculite;B_and_D;1;31;1259;1259;Good;Good;PH981;1;6;40,22495;104,91539;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB982;153;MG11;MC1;SALT;Salt:150;Vermiculite;B_and_D;1;31;1260;1260;Good;Good;PH982;1;6;38,50671;90,47564;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB983;153;MG11;MC1;SALT;Salt:150;Vermiculite;B_and_D;1;31;1261;1261;Good;Good;PH983;1;5;26,29719;81,33596;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB984;153;MG11;MC1;SALT;Salt:150;Vermiculite;B_and_D;1;31;1262;1262;Good;Good;PH984;3;8;65,89473;121,9184;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB985;7;MG63;MC3;SALT;Salt:100;Vermiculite;B_and_D;1;32;1263;1263;Good;Good;PH985;1;2;12,49244;45,02668;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB986;7;MG63;MC3;SALT;Salt:100;Vermiculite;B_and_D;1;32;1264;1264;Good;Good;PH986;1;1;11,24088;38,15693;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB987;69;MG68;MC1;SALT;Salt:100;Vermiculite;B_and_D;1;33;1265;1265;Good;Good;PH987;1;5;21,89608;75,69712;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB988;69;MG68;MC1;SALT;Salt:100;Vermiculite;B_and_D;1;33;1266;1266;Good;Good;PH988;1;5;32,60123;99,73616;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB989;69;MG68;MC1;SALT;Salt:100;Vermiculite;B_and_D;1;33;1267;1267;Good;Good;PH989;1;6;21,54619;80,54503;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB990;69;MG68;MC1;SALT;Salt:100;Vermiculite;B_and_D;1;33;1268;1268;Good;Good;PH990;1;6;23,70274;94,26727;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB991;69;MG68;MC1;SALT;Salt:100;Vermiculite;B_and_D;1;33;1269;1269;Bad;Bad;PH991;1;0;3,85382;8,09674;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB992;32;MG67;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;34;1270;1270;Good;Bad;PH992;1;1;6,76136;21,46231;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB993;32;MG67;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;34;1271;1271;Good;Good;PH993;1;1;6,46305;26,15783;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB994;32;MG67;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;34;1272;1272;Good;Good;PH994;1;2;9,74233;31,99953;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB995;32;MG67;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;34;1273;1273;Good;Good;PH995;1;3;12,50637;42,25605;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB996;32;MG67;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;34;1274;1274;Good;Good;PH996;1;2;12,28168;56,78868;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB997;32;MG67;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;34;1275;1275;Good;Good;PH997;1;2;13,35436;51,89292;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB998;24;GIFU;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;35;1276;1276;Good;Good;PH998;1;2;9,75423;46,42778;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB999;24;GIFU;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;35;1277;1277;Good;Good;PH999;1;3;14,34302;38,92463;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1000;24;GIFU;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;35;1278;1278;Good;Good;PH1000;1;1;9,29746;30,35264;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1001;24;GIFU;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;35;1279;1279;Good;Bad;PH1001;1;1;5,10949;14,49191;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1002;24;GIFU;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;35;1280;1280;Bad;Bad;PH1002;1;1;6,39991;14,84001;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1003;24;GIFU;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;35;1281;1281;Good;Good;PH1003;1;1;11,98039;26,93583;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1004;52;MG67;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;36;1282;1282;Good;Good;PH1004;1;1;7,22591;19,76843;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1005;52;MG67;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;36;1283;1283;Good;Good;PH1005;1;1;6,61389;23,06764;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1006;52;MG67;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;36;1284;1284;Good;Good;PH1006;1;1;7,16139;26,62388;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1007;52;MG67;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;36;1285;1285;Good;Good;PH1007;1;2;14,32683;42,55182;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1008;52;MG67;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;36;1286;1286;Good;Good;PH1008;1;2;11,58652;43,51173;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1009;52;MG67;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;36;1287;1287;Good;Good;PH1009;1;1;11,13718;13,74823;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1010;52;MG67;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;36;1288;1288;Good;Good;PH1010;1;4;30,81737;52,35557;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1011;65;BURTII;MC1;SALT;Salt:100;Vermiculite;B_and_D;1;37;1289;1289;Good;Good;PH1011;1;5;60,25272;109,32848;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1012;65;BURTII;MC1;SALT;Salt:100;Vermiculite;B_and_D;1;37;1290;1290;Good;Good;PH1012;3;12;129,98298;165,44667;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1013;65;BURTII;MC1;SALT;Salt:100;Vermiculite;B_and_D;1;37;1291;1291;Good;Good;PH1013;2;11;131,51691;54,37013;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1014;65;BURTII;MC1;SALT;Salt:100;Vermiculite;B_and_D;1;37;1292;1292;Good;Good;PH1014;2;7;69,19893;182,14902;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1015;65;BURTII;MC1;SALT;Salt:100;Vermiculite;B_and_D;1;37;1293;1293;Good;Good;PH1015;1;6;55,47712;124,83802;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1016;65;BURTII;MC1;SALT;Salt:100;Vermiculite;B_and_D;1;37;1294;1294;Bad;Bad;PH1016;1;0;6,28095;14,43575;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1017;15;MG56;MC3;SALT;Salt:100;Vermiculite;B_and_D;1;38;1295;1295;Good;Good;PH1017;1;1;10,55961;39,82489;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1018;15;MG56;MC3;SALT;Salt:100;Vermiculite;B_and_D;1;38;1296;1296;Good;Good;PH1018;1;1;10,96922;46,0647;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1019;15;MG56;MC3;SALT;Salt:100;Vermiculite;B_and_D;1;38;1297;1297;Good;Good;PH1019;1;1;8,83677;46,4873;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1020;15;MG56;MC3;SALT;Salt:100;Vermiculite;B_and_D;1;38;1298;1298;Bad;Bad;PH1020;1;0;3,40633;8,2324;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1021;15;MG56;MC3;SALT;Salt:100;Vermiculite;B_and_D;1;38;1299;1299;Bad;Good;PH1021;1;1;5,83069;17,14411;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1022;15;MG56;MC3;SALT;Salt:100;Vermiculite;B_and_D;1;38;1300;1300;Bad;Bad;PH1022;1;0;7,52482;14,34379;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1023;43;GIFU;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;39;1301;1301;Good;Good;PH1023;1;1;7,02232;8,84334;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1024;43;GIFU;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;39;1302;1302;Good;Good;PH1024;1;1;14,22931;32,47463;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1025;43;GIFU;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;39;1303;1303;Good;Good;PH1025;1;1;11,24604;33,72951;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1026;43;GIFU;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;39;1304;1304;Good;Good;PH1026;1;2;10,26995;27,61016;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1027;43;GIFU;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;39;1305;1305;Good;Good;PH1027;1;1;15,4228;29,9776;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1028;43;GIFU;MC4;SALT;Salt:100;Vermiculite;B_and_D;1;39;1306;1306;Good;Good;PH1028;1;1;11,24088;45,64477;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1029;126;BURTII;MC4;SALT;Salt:150;Vermiculite;B_and_D;2;40;1307;1307;Good;Good;PH1029;1;1;6,21596;41,15879;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1030;126;BURTII;MC4;SALT;Salt:150;Vermiculite;B_and_D;2;40;1308;1308;Good;Good;PH1030;1;1;10,96922;42,68114;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1031;126;BURTII;MC4;SALT;Salt:150;Vermiculite;B_and_D;2;40;1309;1309;Good;Good;PH1031;1;1;8,35071;21,16313;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1032;126;BURTII;MC4;SALT;Salt:150;Vermiculite;B_and_D;2;40;1310;1310;Good;Good;PH1032;1;1;6,50778;19,09063;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1033;126;BURTII;MC4;SALT;Salt:150;Vermiculite;B_and_D;2;40;1311;1311;Good;Good;PH1033;1;2;16,30061;13,86588;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1034;126;BURTII;MC4;SALT;Salt:150;Vermiculite;B_and_D;2;40;1312;1312;Good;Good;PH1034;1;1;10,57608;14,4839;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1035;27;MG63;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;41;1313;1313;Good;Good;PH1035;1;2;12,75441;21,54619;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1036;27;MG63;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;41;1314;1314;Good;Good;PH1036;1;2;14,74196;28,00033;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1037;27;MG63;MC2;SALT;Salt:100;Vermiculite;B_and_D;1;41;1315;1315;Good;Good;PH1037;1;1;17,06226;28,13881;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1038;102;MG20;MC2;SALT;Salt:150;Vermiculite;B_and_D;2;42;1316;1316;Good;Good;PH1038;1;2;17,06226;120,35247;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1039;102;MG20;MC2;SALT;Salt:150;Vermiculite;B_and_D;2;42;1317;1317;Good;Good;PH1039;1;2;15,00331;102,88514;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1040;102;MG20;MC2;SALT;Salt:150;Vermiculite;B_and_D;2;42;1318;1318;Good;Good;PH1040;1;2;11,23571;46,17802;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1041;102;MG20;MC2;SALT;Salt:150;Vermiculite;B_and_D;2;42;1319;1319;Good;Good;PH1041;1;1;17,98592;54,05246;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
STID2;MB1042;102;MG20;MC2;SALT;Salt:150;Vermiculite;B_and_D;2;42;1320;1320;Good;Good;PH1042;1;2;11,09019;48,79823;NONE;NONE;NONE;NONE;INROOT_05;Pot;20210107;Endosphere;;20211111;;;;
